Entity,Code,Day,lockdown,model_step
Iceland,ISL,22/03/2020,0,21
Iceland,ISL,23/03/2020,0,22
Iceland,ISL,24/03/2020,0,23
Iceland,ISL,25/03/2020,0,24
Iceland,ISL,26/03/2020,0,25
Iceland,ISL,27/03/2020,0,26
Iceland,ISL,28/03/2020,0,27
Iceland,ISL,29/03/2020,0,28
Iceland,ISL,30/03/2020,0,29
Iceland,ISL,31/03/2020,0,30
India,IND,01/03/2020,0,0
India,IND,02/03/2020,0,1
India,IND,03/03/2020,0,2
India,IND,04/03/2020,0,3
India,IND,05/03/2020,0,4
India,IND,06/03/2020,0,5
India,IND,07/03/2020,0,6
India,IND,08/03/2020,0,7
India,IND,09/03/2020,0,8
India,IND,10/03/2020,0,9
India,IND,11/03/2020,0,10
India,IND,12/03/2020,0,11
India,IND,13/03/2020,1,12
India,IND,14/03/2020,1,13
India,IND,15/03/2020,1,14
India,IND,16/03/2020,1,15
India,IND,17/03/2020,1,16
India,IND,18/03/2020,1,17
India,IND,19/03/2020,1,18
India,IND,20/03/2020,1,19
India,IND,21/03/2020,1,20
India,IND,22/03/2020,1,21
India,IND,23/03/2020,1,22
India,IND,24/03/2020,1,23
India,IND,25/03/2020,1,24
India,IND,26/03/2020,1,25
India,IND,27/03/2020,1,26
India,IND,28/03/2020,1,27
India,IND,29/03/2020,1,28
India,IND,30/03/2020,1,29
India,IND,31/03/2020,1,30
Indonesia,IDN,01/03/2020,1,0
Indonesia,IDN,02/03/2020,1,1
Indonesia,IDN,03/03/2020,1,2
Indonesia,IDN,04/03/2020,1,3
Indonesia,IDN,05/03/2020,1,4
Indonesia,IDN,06/03/2020,1,5
Indonesia,IDN,07/03/2020,1,6
Indonesia,IDN,08/03/2020,1,7
Indonesia,IDN,09/03/2020,1,8
Indonesia,IDN,10/03/2020,1,9
Indonesia,IDN,11/03/2020,1,10
Indonesia,IDN,12/03/2020,1,11
Indonesia,IDN,13/03/2020,1,12
Indonesia,IDN,14/03/2020,1,13
Indonesia,IDN,15/03/2020,1,14
Indonesia,IDN,16/03/2020,1,15
Indonesia,IDN,17/03/2020,1,16
Indonesia,IDN,18/03/2020,1,17
Indonesia,IDN,19/03/2020,1,18
Indonesia,IDN,20/03/2020,1,19
Indonesia,IDN,21/03/2020,1,20
Indonesia,IDN,22/03/2020,1,21
Indonesia,IDN,23/03/2020,1,22
Indonesia,IDN,24/03/2020,1,23
Indonesia,IDN,25/03/2020,1,24
Indonesia,IDN,26/03/2020,1,25
Indonesia,IDN,27/03/2020,1,26
Indonesia,IDN,28/03/2020,1,27
Indonesia,IDN,29/03/2020,1,28
Indonesia,IDN,30/03/2020,1,29
Indonesia,IDN,31/03/2020,1,30
Iran,IRN,01/03/2020,0,0
Iran,IRN,02/03/2020,0,1
Iran,IRN,03/03/2020,0,2
Iran,IRN,04/03/2020,0,3
Iran,IRN,05/03/2020,1,4
Iran,IRN,06/03/2020,1,5
Iran,IRN,07/03/2020,1,6
Iran,IRN,08/03/2020,1,7
Iran,IRN,09/03/2020,1,8
Iran,IRN,10/03/2020,1,9
Iran,IRN,11/03/2020,1,10
Iran,IRN,12/03/2020,1,11
Iran,IRN,13/03/2020,1,12
Iran,IRN,14/03/2020,1,13
Iran,IRN,15/03/2020,1,14
Iran,IRN,16/03/2020,1,15
Iran,IRN,17/03/2020,1,16
Iran,IRN,18/03/2020,1,17
Iran,IRN,19/03/2020,1,18
Iran,IRN,20/03/2020,1,19
Iran,IRN,21/03/2020,1,20
Iran,IRN,22/03/2020,1,21
Iran,IRN,23/03/2020,1,22
Iran,IRN,24/03/2020,1,23
Iran,IRN,25/03/2020,1,24
Iran,IRN,26/03/2020,1,25
Iran,IRN,27/03/2020,1,26
Iran,IRN,28/03/2020,1,27
Iran,IRN,29/03/2020,1,28
Iran,IRN,30/03/2020,1,29
Iran,IRN,31/03/2020,1,30
Iraq,IRQ,01/03/2020,1,0
Iraq,IRQ,02/03/2020,1,1
Iraq,IRQ,03/03/2020,1,2
Iraq,IRQ,04/03/2020,1,3
Iraq,IRQ,05/03/2020,1,4
Iraq,IRQ,06/03/2020,1,5
Iraq,IRQ,07/03/2020,1,6
Iraq,IRQ,08/03/2020,1,7
Iraq,IRQ,09/03/2020,1,8
Iraq,IRQ,10/03/2020,1,9
Iraq,IRQ,11/03/2020,1,10
Iraq,IRQ,12/03/2020,1,11
Iraq,IRQ,13/03/2020,1,12
Iraq,IRQ,14/03/2020,1,13
Iraq,IRQ,15/03/2020,1,14
Iraq,IRQ,16/03/2020,1,15
Iraq,IRQ,17/03/2020,1,16
Iraq,IRQ,18/03/2020,1,17
Iraq,IRQ,19/03/2020,1,18
Iraq,IRQ,20/03/2020,1,19
Iraq,IRQ,21/03/2020,1,20
Iraq,IRQ,22/03/2020,1,21
Iraq,IRQ,23/03/2020,1,22
Iraq,IRQ,24/03/2020,1,23
Iraq,IRQ,25/03/2020,1,24
Iraq,IRQ,26/03/2020,1,25
Iraq,IRQ,27/03/2020,1,26
Iraq,IRQ,28/03/2020,1,27
Iraq,IRQ,29/03/2020,1,28
Iraq,IRQ,30/03/2020,1,29
Iraq,IRQ,31/03/2020,1,30
Ireland,IRL,01/03/2020,0,0
Ireland,IRL,02/03/2020,0,1
Ireland,IRL,03/03/2020,0,2
Ireland,IRL,04/03/2020,0,3
Ireland,IRL,05/03/2020,0,4
Ireland,IRL,06/03/2020,0,5
Ireland,IRL,07/03/2020,0,6
Ireland,IRL,08/03/2020,0,7
Ireland,IRL,09/03/2020,0,8
Ireland,IRL,10/03/2020,0,9
Ireland,IRL,11/03/2020,0,10
Ireland,IRL,12/03/2020,0,11
Ireland,IRL,13/03/2020,1,12
Ireland,IRL,14/03/2020,1,13
Ireland,IRL,15/03/2020,1,14
Ireland,IRL,16/03/2020,1,15
Ireland,IRL,17/03/2020,1,16
Ireland,IRL,18/03/2020,1,17
Ireland,IRL,19/03/2020,1,18
Ireland,IRL,20/03/2020,1,19
Ireland,IRL,21/03/2020,1,20
Ireland,IRL,22/03/2020,1,21
Ireland,IRL,23/03/2020,1,22
Ireland,IRL,24/03/2020,1,23
Ireland,IRL,25/03/2020,1,24
Ireland,IRL,26/03/2020,1,25
Ireland,IRL,27/03/2020,1,26
Ireland,IRL,28/03/2020,1,27
Ireland,IRL,29/03/2020,1,28
Ireland,IRL,30/03/2020,1,29
Ireland,IRL,31/03/2020,1,30
Israel,ISR,01/03/2020,0,0
Israel,ISR,02/03/2020,0,1
Israel,ISR,03/03/2020,0,2
Israel,ISR,04/03/2020,0,3
Israel,ISR,05/03/2020,0,4
Israel,ISR,06/03/2020,0,5
Israel,ISR,07/03/2020,0,6
Israel,ISR,08/03/2020,0,7
Israel,ISR,09/03/2020,0,8
Israel,ISR,10/03/2020,0,9
Israel,ISR,11/03/2020,0,10
Israel,ISR,12/03/2020,0,11
Israel,ISR,13/03/2020,1,12
Israel,ISR,14/03/2020,1,13
Israel,ISR,15/03/2020,1,14
Israel,ISR,16/03/2020,1,15
Israel,ISR,17/03/2020,1,16
Israel,ISR,18/03/2020,1,17
Israel,ISR,19/03/2020,1,18
Israel,ISR,20/03/2020,1,19
Israel,ISR,21/03/2020,1,20
Israel,ISR,22/03/2020,1,21
Israel,ISR,23/03/2020,1,22
Israel,ISR,24/03/2020,1,23
Israel,ISR,25/03/2020,1,24
Israel,ISR,26/03/2020,1,25
Israel,ISR,27/03/2020,1,26
Israel,ISR,28/03/2020,1,27
Israel,ISR,29/03/2020,1,28
Israel,ISR,30/03/2020,1,29
Israel,ISR,31/03/2020,1,30
Italy,ITA,01/03/2020,1,0
Italy,ITA,02/03/2020,1,1
Italy,ITA,03/03/2020,1,2
Italy,ITA,04/03/2020,1,3
Italy,ITA,05/03/2020,1,4
Italy,ITA,06/03/2020,1,5
Italy,ITA,07/03/2020,1,6
Italy,ITA,08/03/2020,1,7
Italy,ITA,09/03/2020,1,8
Italy,ITA,10/03/2020,1,9
Italy,ITA,11/03/2020,1,10
Italy,ITA,12/03/2020,1,11
Italy,ITA,13/03/2020,1,12
Italy,ITA,14/03/2020,1,13
Italy,ITA,15/03/2020,1,14
Italy,ITA,16/03/2020,1,15
Italy,ITA,17/03/2020,1,16
Italy,ITA,18/03/2020,1,17
Italy,ITA,19/03/2020,1,18
Italy,ITA,20/03/2020,1,19
Italy,ITA,21/03/2020,1,20
Italy,ITA,22/03/2020,1,21
Italy,ITA,23/03/2020,1,22
Italy,ITA,24/03/2020,1,23
Italy,ITA,25/03/2020,1,24
Italy,ITA,26/03/2020,1,25
Italy,ITA,27/03/2020,1,26
Italy,ITA,28/03/2020,1,27
Italy,ITA,29/03/2020,1,28
Italy,ITA,30/03/2020,1,29
Italy,ITA,31/03/2020,1,30
Jamaica,JAM,01/03/2020,0,0
Jamaica,JAM,02/03/2020,0,1
Jamaica,JAM,03/03/2020,0,2
Jamaica,JAM,04/03/2020,0,3
Jamaica,JAM,05/03/2020,0,4
Jamaica,JAM,06/03/2020,0,5
Jamaica,JAM,07/03/2020,0,6
Jamaica,JAM,08/03/2020,0,7
Jamaica,JAM,09/03/2020,0,8
Jamaica,JAM,10/03/2020,0,9
Jamaica,JAM,11/03/2020,0,10
Jamaica,JAM,12/03/2020,0,11
Jamaica,JAM,13/03/2020,1,12
Jamaica,JAM,14/03/2020,1,13
Jamaica,JAM,15/03/2020,1,14
Jamaica,JAM,16/03/2020,1,15
Jamaica,JAM,17/03/2020,1,16
Jamaica,JAM,18/03/2020,1,17
Jamaica,JAM,19/03/2020,1,18
Jamaica,JAM,20/03/2020,1,19
Jamaica,JAM,21/03/2020,1,20
Jamaica,JAM,22/03/2020,1,21
Jamaica,JAM,23/03/2020,1,22
Jamaica,JAM,24/03/2020,1,23
Jamaica,JAM,25/03/2020,1,24
Jamaica,JAM,26/03/2020,1,25
Jamaica,JAM,27/03/2020,1,26
Jamaica,JAM,28/03/2020,1,27
Jamaica,JAM,29/03/2020,1,28
Jamaica,JAM,30/03/2020,1,29
Jamaica,JAM,31/03/2020,1,30
Japan,JPN,01/03/2020,0,0
Japan,JPN,02/03/2020,1,1
Japan,JPN,03/03/2020,1,2
Japan,JPN,04/03/2020,1,3
Japan,JPN,05/03/2020,1,4
Japan,JPN,06/03/2020,1,5
Japan,JPN,07/03/2020,1,6
Japan,JPN,08/03/2020,1,7
Japan,JPN,09/03/2020,1,8
Japan,JPN,10/03/2020,1,9
Japan,JPN,11/03/2020,1,10
Japan,JPN,12/03/2020,1,11
Japan,JPN,13/03/2020,1,12
Japan,JPN,14/03/2020,1,13
Japan,JPN,15/03/2020,1,14
Japan,JPN,16/03/2020,1,15
Japan,JPN,17/03/2020,1,16
Japan,JPN,18/03/2020,1,17
Japan,JPN,19/03/2020,1,18
Japan,JPN,20/03/2020,1,19
Japan,JPN,21/03/2020,1,20
Japan,JPN,22/03/2020,1,21
Japan,JPN,23/03/2020,1,22
Japan,JPN,24/03/2020,1,23
Japan,JPN,25/03/2020,1,24
Japan,JPN,26/03/2020,1,25
Japan,JPN,27/03/2020,1,26
Japan,JPN,28/03/2020,1,27
Japan,JPN,29/03/2020,1,28
Japan,JPN,30/03/2020,1,29
Japan,JPN,31/03/2020,1,30
Jordan,JOR,01/03/2020,0,0
Jordan,JOR,02/03/2020,0,1
Jordan,JOR,03/03/2020,0,2
Jordan,JOR,04/03/2020,0,3
Jordan,JOR,05/03/2020,0,4
Jordan,JOR,06/03/2020,0,5
Jordan,JOR,07/03/2020,0,6
Jordan,JOR,08/03/2020,0,7
Jordan,JOR,09/03/2020,0,8
Jordan,JOR,10/03/2020,0,9
Jordan,JOR,11/03/2020,0,10
Jordan,JOR,12/03/2020,0,11
Jordan,JOR,13/03/2020,0,12
Jordan,JOR,14/03/2020,0,13
Jordan,JOR,15/03/2020,1,14
Jordan,JOR,16/03/2020,1,15
Jordan,JOR,17/03/2020,1,16
Jordan,JOR,18/03/2020,1,17
Jordan,JOR,19/03/2020,1,18
Jordan,JOR,20/03/2020,1,19
Jordan,JOR,21/03/2020,1,20
Jordan,JOR,22/03/2020,1,21
Jordan,JOR,23/03/2020,1,22
Jordan,JOR,24/03/2020,1,23
Jordan,JOR,25/03/2020,1,24
Jordan,JOR,26/03/2020,1,25
Jordan,JOR,27/03/2020,1,26
Jordan,JOR,28/03/2020,1,27
Jordan,JOR,29/03/2020,1,28
Jordan,JOR,30/03/2020,1,29
Jordan,JOR,31/03/2020,1,30
Kazakhstan,KAZ,01/03/2020,0,0
Kazakhstan,KAZ,02/03/2020,0,1
Kazakhstan,KAZ,03/03/2020,0,2
Kazakhstan,KAZ,04/03/2020,0,3
Kazakhstan,KAZ,05/03/2020,0,4
Kazakhstan,KAZ,06/03/2020,0,5
Kazakhstan,KAZ,07/03/2020,0,6
Kazakhstan,KAZ,08/03/2020,0,7
Kazakhstan,KAZ,09/03/2020,0,8
Kazakhstan,KAZ,10/03/2020,0,9
Kazakhstan,KAZ,11/03/2020,0,10
Kazakhstan,KAZ,12/03/2020,0,11
Kazakhstan,KAZ,13/03/2020,0,12
Kazakhstan,KAZ,14/03/2020,0,13
Kazakhstan,KAZ,15/03/2020,0,14
Kazakhstan,KAZ,16/03/2020,1,15
Kazakhstan,KAZ,17/03/2020,1,16
Kazakhstan,KAZ,18/03/2020,1,17
Kazakhstan,KAZ,19/03/2020,1,18
Kazakhstan,KAZ,20/03/2020,1,19
Kazakhstan,KAZ,21/03/2020,1,20
Kazakhstan,KAZ,22/03/2020,1,21
Kazakhstan,KAZ,23/03/2020,1,22
Kazakhstan,KAZ,24/03/2020,1,23
Kazakhstan,KAZ,25/03/2020,1,24
Kazakhstan,KAZ,26/03/2020,1,25
Kazakhstan,KAZ,27/03/2020,1,26
Kazakhstan,KAZ,28/03/2020,1,27
Kazakhstan,KAZ,29/03/2020,1,28
Kazakhstan,KAZ,30/03/2020,1,29
Kazakhstan,KAZ,31/03/2020,1,30
Kenya,KEN,01/03/2020,0,0
Kenya,KEN,02/03/2020,0,1
Kenya,KEN,03/03/2020,0,2
Kenya,KEN,04/03/2020,0,3
Kenya,KEN,05/03/2020,0,4
Kenya,KEN,06/03/2020,0,5
Kenya,KEN,07/03/2020,0,6
Kenya,KEN,08/03/2020,0,7
Kenya,KEN,09/03/2020,0,8
Kenya,KEN,10/03/2020,0,9
Kenya,KEN,11/03/2020,0,10
Kenya,KEN,12/03/2020,0,11
Kenya,KEN,13/03/2020,0,12
Kenya,KEN,14/03/2020,0,13
Kenya,KEN,15/03/2020,1,14
Kenya,KEN,16/03/2020,1,15
Kenya,KEN,17/03/2020,1,16
Kenya,KEN,18/03/2020,1,17
Kenya,KEN,19/03/2020,1,18
Kenya,KEN,20/03/2020,1,19
Kenya,KEN,21/03/2020,1,20
Kenya,KEN,22/03/2020,1,21
Kenya,KEN,23/03/2020,1,22
Kenya,KEN,24/03/2020,1,23
Kenya,KEN,25/03/2020,1,24
Kenya,KEN,26/03/2020,1,25
Kenya,KEN,27/03/2020,1,26
Kenya,KEN,28/03/2020,1,27
Kenya,KEN,29/03/2020,1,28
Kenya,KEN,30/03/2020,1,29
Kenya,KEN,31/03/2020,1,30
Kuwait,KWT,01/03/2020,1,0
Kuwait,KWT,02/03/2020,1,1
Kuwait,KWT,03/03/2020,1,2
Kuwait,KWT,04/03/2020,1,3
Kuwait,KWT,05/03/2020,1,4
Kuwait,KWT,06/03/2020,1,5
Kuwait,KWT,07/03/2020,1,6
Kuwait,KWT,08/03/2020,1,7
Kuwait,KWT,09/03/2020,1,8
Kuwait,KWT,10/03/2020,1,9
Kuwait,KWT,11/03/2020,1,10
Kuwait,KWT,12/03/2020,1,11
Kuwait,KWT,13/03/2020,1,12
Kuwait,KWT,14/03/2020,1,13
Kuwait,KWT,15/03/2020,1,14
Kuwait,KWT,16/03/2020,1,15
Kuwait,KWT,17/03/2020,1,16
Kuwait,KWT,18/03/2020,1,17
Kuwait,KWT,19/03/2020,1,18
Kuwait,KWT,20/03/2020,1,19
Kuwait,KWT,21/03/2020,1,20
Kuwait,KWT,22/03/2020,1,21
Kuwait,KWT,23/03/2020,1,22
Kuwait,KWT,24/03/2020,1,23
Kuwait,KWT,25/03/2020,1,24
Kuwait,KWT,26/03/2020,1,25
Kuwait,KWT,27/03/2020,1,26
Kuwait,KWT,28/03/2020,1,27
Kuwait,KWT,29/03/2020,1,28
Kuwait,KWT,30/03/2020,1,29
Kuwait,KWT,31/03/2020,1,30
Kyrgyzstan,KGZ,01/03/2020,0,0
Kyrgyzstan,KGZ,02/03/2020,0,1
Kyrgyzstan,KGZ,03/03/2020,0,2
Kyrgyzstan,KGZ,04/03/2020,0,3
Kyrgyzstan,KGZ,05/03/2020,0,4
Kyrgyzstan,KGZ,06/03/2020,0,5
Kyrgyzstan,KGZ,07/03/2020,0,6
Kyrgyzstan,KGZ,08/03/2020,0,7
Kyrgyzstan,KGZ,09/03/2020,0,8
Kyrgyzstan,KGZ,10/03/2020,0,9
Kyrgyzstan,KGZ,11/03/2020,0,10
Kyrgyzstan,KGZ,12/03/2020,0,11
Kyrgyzstan,KGZ,13/03/2020,0,12
Kyrgyzstan,KGZ,14/03/2020,0,13
Kyrgyzstan,KGZ,15/03/2020,0,14
Kyrgyzstan,KGZ,16/03/2020,1,15
Kyrgyzstan,KGZ,17/03/2020,1,16
Kyrgyzstan,KGZ,18/03/2020,1,17
Kyrgyzstan,KGZ,19/03/2020,1,18
Kyrgyzstan,KGZ,20/03/2020,1,19
Kyrgyzstan,KGZ,21/03/2020,1,20
Kyrgyzstan,KGZ,22/03/2020,1,21
Kyrgyzstan,KGZ,23/03/2020,1,22
Kyrgyzstan,KGZ,24/03/2020,1,23
Kyrgyzstan,KGZ,25/03/2020,1,24
Kyrgyzstan,KGZ,26/03/2020,1,25
Kyrgyzstan,KGZ,27/03/2020,1,26
Kyrgyzstan,KGZ,28/03/2020,1,27
Kyrgyzstan,KGZ,29/03/2020,1,28
Kyrgyzstan,KGZ,30/03/2020,1,29
Kyrgyzstan,KGZ,31/03/2020,1,30
Laos,LAO,01/03/2020,0,0
Laos,LAO,02/03/2020,0,1
Laos,LAO,03/03/2020,0,2
Laos,LAO,04/03/2020,0,3
Laos,LAO,05/03/2020,0,4
Laos,LAO,06/03/2020,0,5
Laos,LAO,07/03/2020,0,6
Laos,LAO,08/03/2020,0,7
Laos,LAO,09/03/2020,0,8
Laos,LAO,10/03/2020,0,9
Laos,LAO,11/03/2020,0,10
Laos,LAO,12/03/2020,0,11
Laos,LAO,13/03/2020,0,12
Laos,LAO,14/03/2020,0,13
Laos,LAO,15/03/2020,0,14
Laos,LAO,16/03/2020,0,15
Laos,LAO,17/03/2020,0,16
Laos,LAO,18/03/2020,0,17
Laos,LAO,19/03/2020,1,18
Laos,LAO,20/03/2020,1,19
Laos,LAO,21/03/2020,1,20
Laos,LAO,22/03/2020,1,21
Laos,LAO,23/03/2020,1,22
Laos,LAO,24/03/2020,1,23
Laos,LAO,25/03/2020,1,24
Laos,LAO,26/03/2020,1,25
Laos,LAO,27/03/2020,1,26
Laos,LAO,28/03/2020,1,27
Laos,LAO,29/03/2020,1,28
Laos,LAO,30/03/2020,1,29
Laos,LAO,31/03/2020,1,30
Latvia,LVA,01/03/2020,0,0
Latvia,LVA,02/03/2020,0,1
Latvia,LVA,03/03/2020,0,2
Latvia,LVA,04/03/2020,0,3
Latvia,LVA,05/03/2020,0,4
Latvia,LVA,06/03/2020,0,5
Latvia,LVA,07/03/2020,0,6
Latvia,LVA,08/03/2020,0,7
Latvia,LVA,09/03/2020,0,8
Latvia,LVA,10/03/2020,0,9
Latvia,LVA,11/03/2020,0,10
Latvia,LVA,12/03/2020,0,11
Latvia,LVA,13/03/2020,1,12
Latvia,LVA,14/03/2020,1,13
Latvia,LVA,15/03/2020,1,14
Latvia,LVA,16/03/2020,1,15
Latvia,LVA,17/03/2020,1,16
Latvia,LVA,18/03/2020,1,17
Latvia,LVA,19/03/2020,1,18
Latvia,LVA,20/03/2020,1,19
Latvia,LVA,21/03/2020,1,20
Latvia,LVA,22/03/2020,1,21
Latvia,LVA,23/03/2020,1,22
Latvia,LVA,24/03/2020,1,23
Latvia,LVA,25/03/2020,1,24
Latvia,LVA,26/03/2020,1,25
Latvia,LVA,27/03/2020,1,26
Latvia,LVA,28/03/2020,1,27
Latvia,LVA,29/03/2020,1,28
Latvia,LVA,30/03/2020,1,29
Latvia,LVA,31/03/2020,1,30
Lebanon,LBN,01/03/2020,1,0
Lebanon,LBN,02/03/2020,1,1
Lebanon,LBN,03/03/2020,1,2
Lebanon,LBN,04/03/2020,1,3
Lebanon,LBN,05/03/2020,1,4
Lebanon,LBN,06/03/2020,1,5
Lebanon,LBN,07/03/2020,1,6
Lebanon,LBN,08/03/2020,1,7
Lebanon,LBN,09/03/2020,1,8
Lebanon,LBN,10/03/2020,1,9
Lebanon,LBN,11/03/2020,1,10
Lebanon,LBN,12/03/2020,1,11
Lebanon,LBN,13/03/2020,1,12
Lebanon,LBN,14/03/2020,1,13
Lebanon,LBN,15/03/2020,1,14
Lebanon,LBN,16/03/2020,1,15
Lebanon,LBN,17/03/2020,1,16
Lebanon,LBN,18/03/2020,1,17
Lebanon,LBN,19/03/2020,1,18
Lebanon,LBN,20/03/2020,1,19
Lebanon,LBN,21/03/2020,1,20
Lebanon,LBN,22/03/2020,1,21
Lebanon,LBN,23/03/2020,1,22
Lebanon,LBN,24/03/2020,1,23
Lebanon,LBN,25/03/2020,1,24
Lebanon,LBN,26/03/2020,1,25
Lebanon,LBN,27/03/2020,1,26
Lebanon,LBN,28/03/2020,1,27
Lebanon,LBN,29/03/2020,1,28
Lebanon,LBN,30/03/2020,1,29
Lebanon,LBN,31/03/2020,1,30
Lesotho,LSO,01/03/2020,0,0
Lesotho,LSO,02/03/2020,0,1
Lesotho,LSO,03/03/2020,0,2
Lesotho,LSO,04/03/2020,0,3
Lesotho,LSO,05/03/2020,0,4
Lesotho,LSO,06/03/2020,0,5
Lesotho,LSO,07/03/2020,0,6
Lesotho,LSO,08/03/2020,0,7
Lesotho,LSO,09/03/2020,0,8
Lesotho,LSO,10/03/2020,0,9
Lesotho,LSO,11/03/2020,0,10
Lesotho,LSO,12/03/2020,0,11
Lesotho,LSO,13/03/2020,0,12
Lesotho,LSO,14/03/2020,0,13
Lesotho,LSO,15/03/2020,0,14
Lesotho,LSO,16/03/2020,0,15
Lesotho,LSO,17/03/2020,0,16
Lesotho,LSO,18/03/2020,1,17
Lesotho,LSO,19/03/2020,1,18
Lesotho,LSO,20/03/2020,1,19
Lesotho,LSO,21/03/2020,1,20
Lesotho,LSO,22/03/2020,1,21
Lesotho,LSO,23/03/2020,1,22
Lesotho,LSO,24/03/2020,1,23
Lesotho,LSO,25/03/2020,1,24
Lesotho,LSO,26/03/2020,1,25
Lesotho,LSO,27/03/2020,1,26
Lesotho,LSO,28/03/2020,1,27
Lesotho,LSO,29/03/2020,1,28
Lesotho,LSO,30/03/2020,1,29
Lesotho,LSO,31/03/2020,1,30
Liberia,LBR,01/03/2020,0,0
Liberia,LBR,02/03/2020,0,1
Liberia,LBR,03/03/2020,0,2
Liberia,LBR,04/03/2020,0,3
Liberia,LBR,05/03/2020,0,4
Liberia,LBR,06/03/2020,0,5
Liberia,LBR,07/03/2020,0,6
Liberia,LBR,08/03/2020,0,7
Liberia,LBR,09/03/2020,0,8
Liberia,LBR,10/03/2020,0,9
Liberia,LBR,11/03/2020,0,10
Liberia,LBR,12/03/2020,0,11
Liberia,LBR,13/03/2020,0,12
Liberia,LBR,14/03/2020,0,13
Liberia,LBR,15/03/2020,0,14
Liberia,LBR,16/03/2020,0,15
Liberia,LBR,17/03/2020,1,16
Liberia,LBR,18/03/2020,1,17
Liberia,LBR,19/03/2020,1,18
Liberia,LBR,20/03/2020,1,19
Liberia,LBR,21/03/2020,1,20
Liberia,LBR,22/03/2020,1,21
Liberia,LBR,23/03/2020,1,22
Liberia,LBR,24/03/2020,1,23
Liberia,LBR,25/03/2020,1,24
Liberia,LBR,26/03/2020,1,25
Liberia,LBR,27/03/2020,1,26
Liberia,LBR,28/03/2020,1,27
Liberia,LBR,29/03/2020,1,28
Liberia,LBR,30/03/2020,1,29
Liberia,LBR,31/03/2020,1,30
Libya,LBY,01/03/2020,0,0
Libya,LBY,02/03/2020,0,1
Libya,LBY,03/03/2020,0,2
Libya,LBY,04/03/2020,0,3
Libya,LBY,05/03/2020,0,4
Libya,LBY,06/03/2020,0,5
Libya,LBY,07/03/2020,0,6
Libya,LBY,08/03/2020,0,7
Libya,LBY,09/03/2020,0,8
Libya,LBY,10/03/2020,0,9
Libya,LBY,11/03/2020,0,10
Libya,LBY,12/03/2020,0,11
Libya,LBY,13/03/2020,0,12
Libya,LBY,14/03/2020,0,13
Libya,LBY,15/03/2020,1,14
Libya,LBY,16/03/2020,1,15
Libya,LBY,17/03/2020,1,16
Libya,LBY,18/03/2020,1,17
Libya,LBY,19/03/2020,1,18
Libya,LBY,20/03/2020,1,19
Libya,LBY,21/03/2020,1,20
Libya,LBY,22/03/2020,1,21
Libya,LBY,23/03/2020,1,22
Libya,LBY,24/03/2020,1,23
Libya,LBY,25/03/2020,1,24
Libya,LBY,26/03/2020,1,25
Libya,LBY,27/03/2020,1,26
Libya,LBY,28/03/2020,1,27
Libya,LBY,29/03/2020,1,28
Libya,LBY,30/03/2020,1,29
Libya,LBY,31/03/2020,1,30
Lithuania,LTU,01/03/2020,0,0
Lithuania,LTU,02/03/2020,0,1
Lithuania,LTU,03/03/2020,0,2
Lithuania,LTU,04/03/2020,0,3
Lithuania,LTU,05/03/2020,0,4
Lithuania,LTU,06/03/2020,0,5
Lithuania,LTU,07/03/2020,0,6
Lithuania,LTU,08/03/2020,0,7
Lithuania,LTU,09/03/2020,0,8
Lithuania,LTU,10/03/2020,0,9
Lithuania,LTU,11/03/2020,0,10
Lithuania,LTU,12/03/2020,0,11
Lithuania,LTU,13/03/2020,0,12
Lithuania,LTU,14/03/2020,0,13
Lithuania,LTU,15/03/2020,0,14
Lithuania,LTU,16/03/2020,1,15
Lithuania,LTU,17/03/2020,1,16
Lithuania,LTU,18/03/2020,1,17
Lithuania,LTU,19/03/2020,1,18
Lithuania,LTU,20/03/2020,1,19
Lithuania,LTU,21/03/2020,1,20
Lithuania,LTU,22/03/2020,1,21
Lithuania,LTU,23/03/2020,1,22
Lithuania,LTU,24/03/2020,1,23
Lithuania,LTU,25/03/2020,1,24
Lithuania,LTU,26/03/2020,1,25
Lithuania,LTU,27/03/2020,1,26
Lithuania,LTU,28/03/2020,1,27
Lithuania,LTU,29/03/2020,1,28
Lithuania,LTU,30/03/2020,1,29
Lithuania,LTU,31/03/2020,1,30
Luxembourg,LUX,01/03/2020,0,0
Luxembourg,LUX,02/03/2020,0,1
Luxembourg,LUX,03/03/2020,0,2
Luxembourg,LUX,04/03/2020,0,3
Luxembourg,LUX,05/03/2020,0,4
Luxembourg,LUX,06/03/2020,0,5
Luxembourg,LUX,07/03/2020,0,6
Luxembourg,LUX,08/03/2020,0,7
Luxembourg,LUX,09/03/2020,0,8
Luxembourg,LUX,10/03/2020,0,9
Luxembourg,LUX,11/03/2020,0,10
Luxembourg,LUX,12/03/2020,0,11
Luxembourg,LUX,13/03/2020,0,12
Luxembourg,LUX,14/03/2020,0,13
Luxembourg,LUX,15/03/2020,0,14
Luxembourg,LUX,16/03/2020,1,15
Luxembourg,LUX,17/03/2020,1,16
Luxembourg,LUX,18/03/2020,1,17
Luxembourg,LUX,19/03/2020,1,18
Luxembourg,LUX,20/03/2020,1,19
Luxembourg,LUX,21/03/2020,1,20
Luxembourg,LUX,22/03/2020,1,21
Luxembourg,LUX,23/03/2020,1,22
Luxembourg,LUX,24/03/2020,1,23
